M,R,P,L,S,G,K,T,I,F,A,C,Q,V,Y,N,E,D,H,W,U,Mass
15,31,17,22,37,66,16,16,15,25,29,5,18,25,24,19,31,24,12,2,0,49229
18,31,17,23,41,65,16,17,13,24,28,5,16,24,25,17,31,24,12,2,0,49264
5,22,46,41,38,45,21,34,9,19,31,15,19,31,12,11,24,18,4,4,0,47972
5,38,42,56,24,31,13,15,13,13,44,13,28,34,8,4,29,24,10,5,0,49448
7,14,40,50,41,46,10,19,9,25,28,18,14,29,18,17,21,16,20,7,0,48752
16,24,18,64,31,17,18,21,34,28,21,9,14,41,20,15,26,12,12,8,0,52052
15,36,10,55,24,15,49,13,23,9,33,2,36,22,7,18,56,18,5,3,0,52359
18,11,48,26,58,17,14,77,9,4,58,1,17,35,7,11,16,14,5,3,0,46101
10,23,37,71,34,18,18,18,25,17,32,11,22,31,11,13,18,22,15,3,0,50047
15,25,16,56,32,17,37,23,26,22,28,7,15,24,6,20,35,20,19,6,0,51604
10,21,18,33,26,31,19,30,26,23,37,12,15,33,17,17,36,28,13,4,0,50094
13,23,24,39,42,16,19,24,23,22,18,22,23,29,12,22,30,28,13,8,0,51540
15,31,19,49,40,14,26,24,30,19,15,27,23,20,14,16,27,20,12,9,0,52450
13,29,15,44,27,24,32,20,18,17,34,5,22,26,17,16,48,24,12,7,0,51909
10,21,20,33,20,35,19,29,26,20,40,12,15,35,19,16,36,27,13,4,0,49960
2,32,31,47,32,32,14,19,29,23,47,14,21,27,13,11,28,10,6,12,0,49954
13,21,19,46,24,33,35,22,17,15,33,10,13,37,20,15,34,24,11,8,0,50704
6,23,45,35,66,38,14,27,18,12,28,6,21,25,18,14,16,20,16,2,0,48218
19,22,20,33,32,34,16,27,19,22,30,8,21,31,17,21,37,26,11,4,0,50433
13,22,13,49,29,24,29,30,14,21,21,9,32,21,11,24,51,24,6,7,0,51896
12,18,12,49,32,22,44,17,23,21,32,4,18,20,26,21,31,19,15,14,0,52676
9,37,40,51,38,18,13,24,21,16,37,18,18,33,7,8,31,21,10,0,0,49703
8,24,22,76,36,27,7,17,17,32,51,12,11,37,17,7,18,11,11,9,0,49765
7,22,7,52,40,39,24,28,19,8,34,10,25,20,14,26,43,22,8,2,0,49318
6,51,33,43,34,53,4,16,10,11,76,11,10,25,7,6,20,19,9,6,0,46950
10,40,16,21,64,25,70,15,8,11,14,5,17,10,10,22,50,20,18,4,0,52313
7,24,24,40,25,33,20,16,20,20,43,8,26,43,16,16,25,25,17,2,0,49711
9,25,36,55,36,31,21,17,11,7,45,8,24,23,14,19,26,19,22,2,0,49177
7,25,31,45,26,31,20,33,11,19,48,16,18,26,15,15,22,23,14,5,0,49361
4,20,27,83,36,30,6,20,12,17,44,12,25,31,11,11,28,16,9,8,0,49051
8,24,15,50,24,15,30,22,23,20,17,18,27,22,15,22,46,31,16,5,0,52788
12,29,19,51,24,37,26,23,18,13,35,15,17,22,26,9,33,22,14,5,0,50854
6,27,59,38,33,43,13,26,7,10,31,14,30,24,5,3,45,9,18,9,0,48957
7,24,23,63,33,16,22,22,21,26,23,11,18,29,16,16,35,16,10,19,0,52738
13,20,27,39,25,34,34,27,26,17,39,5,17,32,19,18,24,19,9,6,0,49961
9,21,22,49,32,27,26,16,29,11,37,13,25,40,13,10,38,18,13,2,0,49873
8,30,17,48,27,26,21,18,19,24,28,6,26,32,17,14,28,25,28,9,0,52357
11,20,23,41,34,46,25,25,26,17,20,8,26,23,4,25,38,19,13,7,0,49762
11,29,21,44,34,27,16,28,32,17,24,6,26,25,17,22,27,28,13,4,0,51170
16,19,22,39,31,18,31,39,25,26,31,4,11,36,20,28,17,23,6,9,0,51326
10,21,20,32,23,36,19,29,27,20,36,12,16,34,19,16,37,27,13,4,0,50152
8,15,39,40,23,83,19,16,5,9,69,4,19,13,6,5,20,15,37,6,0,45496
9,35,23,51,32,27,20,13,15,16,34,10,15,32,17,11,37,22,19,13,0,51834
9,30,38,41,28,31,22,17,18,18,26,13,27,15,20,15,32,25,17,9,0,51772
6,23,33,29,35,27,39,25,14,17,29,2,21,17,17,30,51,20,11,5,0,51252
12,32,17,35,32,37,34,21,12,12,43,13,22,25,2,13,56,19,10,4,0,49742
10,21,20,32,21,37,19,30,27,20,36,12,16,34,19,16,37,27,13,4,0,50136
13,24,23,49,32,32,24,30,22,22,22,13,15,27,20,18,17,31,12,5,0,50859
4,41,51,25,35,34,23,14,4,8,40,6,24,26,11,8,40,23,33,1,0,50055
9,29,43,56,32,27,23,20,10,11,37,12,29,27,9,10,33,16,12,6,0,50023
13,22,34,57,50,27,7,20,13,28,39,11,18,47,13,6,25,7,7,7,0,49292
17,23,17,36,31,34,15,22,25,22,34,10,21,31,13,24,37,22,13,4,0,50327
9,28,12,35,35,28,47,18,17,23,12,31,25,17,15,15,33,21,28,2,0,52484
15,32,17,45,36,25,14,22,27,19,49,4,15,35,21,16,19,23,9,9,0,50708
12,32,14,47,34,29,41,17,18,17,31,6,20,29,10,14,42,27,6,6,0,51356
3,24,23,50,28,25,30,24,28,27,28,9,20,19,22,16,36,24,13,3,0,51862
15,25,20,50,29,18,28,20,25,23,18,23,19,20,13,22,36,16,23,9,0,52888
14,26,21,45,30,20,30,30,27,31,27,8,17,26,16,22,18,28,9,7,0,52002
14,42,46,43,43,11,16,15,26,11,15,5,21,16,14,23,38,22,25,6,0,53000
13,23,23,61,26,30,27,22,10,18,30,18,25,26,11,12,31,25,19,2,0,50685
12,25,19,31,22,35,36,31,29,20,34,8,18,28,14,15,21,32,13,9,0,50909
16,20,39,31,50,27,24,25,14,11,24,4,21,21,25,29,23,24,15,9,0,50982
1,59,26,33,38,38,20,26,4,20,43,36,17,15,5,3,23,9,36,0,0,50224
18,27,14,52,35,24,27,22,39,13,19,12,11,27,16,24,24,34,12,2,0,51322
17,25,15,63,35,16,26,25,26,24,24,16,19,26,11,23,24,19,10,8,0,51968
5,17,63,45,45,35,19,20,12,4,64,11,21,25,19,11,14,9,11,2,0,46792
9,27,11,49,48,23,36,18,16,11,37,9,32,31,10,8,50,20,4,3,0,50525
8,28,45,59,35,27,15,25,8,7,40,14,32,34,7,6,21,19,13,9,0,49403
7,27,21,55,43,36,21,32,12,13,36,11,23,17,14,15,25,19,25,0,0,49578
1,59,46,41,44,51,15,50,1,0,18,13,23,14,0,22,22,31,1,0,0,48314
9,16,23,50,43,29,26,20,25,21,20,16,25,31,20,19,20,18,11,10,0,51067
13,19,9,49,39,17,53,22,26,15,21,3,37,20,6,26,44,18,13,2,0,52022
11,24,24,55,35,34,18,27,13,13,35,13,21,19,7,13,28,24,22,16,0,50575
8,11,59,52,52,38,14,33,18,10,29,3,8,32,7,24,27,17,7,3,0,47145
18,13,20,54,34,34,30,22,18,19,30,5,18,33,17,18,28,21,5,15,0,50831
7,23,26,44,28,27,20,16,25,22,37,9,20,37,19,23,30,19,12,8,0,50968
14,22,18,47,36,28,35,16,34,10,26,13,17,39,11,15,32,29,7,3,0,50240
6,35,27,36,42,24,31,24,12,22,21,24,32,21,11,12,25,16,25,6,0,51919
6,32,29,66,57,38,13,14,14,21,18,5,20,36,11,9,26,21,14,3,0,49977
14,28,21,52,52,15,16,29,25,26,30,12,22,35,13,13,22,6,15,7,0,51329
7,24,35,45,37,32,15,31,17,18,35,10,27,32,10,14,26,15,14,9,0,49913
9,12,15,34,30,34,34,30,26,20,28,11,24,15,24,24,26,34,12,11,0,51512
8,17,18,43,39,35,24,26,18,20,58,3,22,35,14,23,22,15,12,1,0,48443
13,20,26,40,29,32,28,22,32,13,34,7,23,34,18,15,34,19,10,4,0,50395
13,30,39,30,26,31,27,27,22,18,51,6,12,45,5,16,29,20,5,1,0,48755
5,28,32,47,36,37,18,18,30,13,40,16,19,34,7,16,22,25,8,2,0,48608
13,32,53,34,56,31,9,33,12,14,43,3,19,22,15,16,15,18,12,3,0,48737
16,16,27,41,41,21,25,39,31,26,27,5,12,35,20,19,24,14,6,8,0,51024
3,28,22,45,40,37,28,24,16,15,29,10,15,33,18,22,18,24,16,10,0,50517
2,25,57,45,24,45,48,11,11,21,36,4,6,6,4,9,38,34,26,1,0,49656
11,20,19,67,38,30,10,20,25,20,51,5,16,37,15,13,20,14,15,7,0,49453
7,17,28,63,36,14,25,24,24,15,38,11,24,30,9,11,32,29,16,0,0,50200
22,12,27,65,29,27,33,31,23,16,32,5,19,35,9,21,22,16,7,2,0,49717
8,31,23,62,39,23,30,17,8,12,32,5,25,36,6,13,46,26,4,7,0,50911
8,9,29,46,32,21,26,30,29,18,26,9,23,28,27,31,15,27,11,8,0,51260
11,23,14,59,23,19,35,23,20,29,21,5,20,20,23,24,39,34,5,6,0,53316
6,43,26,60,19,29,7,23,5,10,69,19,27,23,7,13,33,12,15,7,0,49637
4,35,32,57,30,46,4,12,4,19,64,13,12,42,3,8,23,25,12,8,0,47754
5,33,61,44,50,42,18,14,7,17,41,13,19,15,2,10,30,15,12,5,0,48319
6,23,18,49,35,12,35,18,34,25,23,10,17,29,24,21,28,25,13,8,0,53052
6,23,16,44,33,41,39,26,26,17,39,10,10,29,8,29,28,18,7,4,0,49180
17,13,16,42,47,28,26,14,26,23,29,8,25,28,16,27,27,17,16,8,0,51034
14,13,27,50,36,22,23,21,36,18,17,7,13,27,18,33,20,30,19,9,0,51641
6,43,12,50,29,25,32,18,28,20,32,3,16,21,12,16,57,21,10,3,0,52536
9,28,30,48,50,23,26,19,19,19,28,13,19,22,19,19,23,16,17,7,0,51444
17,31,19,47,38,34,13,28,11,16,30,7,23,33,26,20,22,20,10,9,0,51386
5,27,37,37,63,16,25,18,13,15,28,10,26,26,12,19,38,28,9,2,0,50565
18,27,39,46,36,35,30,24,18,20,26,15,17,16,11,13,34,22,6,1,0,50342
15,21,32,45,33,30,25,16,31,15,30,17,13,31,15,19,30,22,9,5,0,50399
12,34,63,60,41,35,5,20,9,7,52,7,12,26,7,16,13,22,13,0,0,47584
10,33,22,40,38,24,23,20,21,22,31,9,19,28,16,29,23,23,17,6,0,51737
9,36,26,39,31,52,22,19,12,20,35,14,18,27,9,8,31,21,14,11,0,50152
5,37,35,38,43,25,37,34,17,13,27,1,13,31,10,18,41,22,5,2,0,50670
8,33,30,49,29,34,12,17,7,17,51,3,31,34,4,9,42,26,12,6,0,49831
7,18,24,45,38,42,19,16,27,16,34,20,15,36,14,14,18,27,14,10,0,49405
9,19,18,54,39,14,35,25,12,9,29,6,40,27,13,11,61,19,12,2,0,51855
7,20,18,43,26,21,28,29,34,8,32,9,34,32,11,15,44,27,8,8,0,51295
10,19,14,46,39,19,31,30,28,15,29,11,20,30,11,22,35,27,13,5,0,51103
7,14,34,44,37,21,24,38,28,20,27,13,22,28,8,17,28,21,9,14,0,50827
9,14,23,44,40,23,41,25,34,22,27,8,15,27,18,17,26,25,6,10,0,51400
3,34,34,83,29,35,9,14,9,13,50,8,17,32,6,6,32,26,6,8,0,49269
7,45,18,29,42,19,31,26,18,23,24,16,17,23,10,18,47,36,4,1,0,52206
13,19,16,39,31,29,29,20,27,23,21,6,17,41,22,16,39,33,7,6,0,51872
11,32,57,54,26,34,7,11,8,24,18,8,22,31,15,12,24,23,29,8,0,51782
9,29,25,49,35,19,47,13,21,11,31,4,32,13,13,10,52,22,10,9,0,52727
15,23,10,40,31,19,40,26,24,23,20,8,27,30,12,22,47,21,15,1,0,52593
9,31,19,31,46,33,23,18,18,20,22,17,21,29,12,20,35,26,17,7,0,51299
4,16,9,67,39,26,30,29,22,17,26,14,15,27,15,14,21,32,15,16,0,51512
10,18,15,46,38,28,26,27,25,26,27,9,11,33,16,21,37,23,15,3,0,51003
10,21,20,47,39,32,23,30,22,18,43,14,13,28,15,19,28,21,9,2,0,49408
13,26,35,47,25,34,17,10,19,23,29,12,21,34,19,13,40,21,12,5,0,51446
21,20,10,56,39,23,22,25,47,44,17,5,17,32,20,12,18,12,7,8,0,52917
14,32,21,35,51,27,33,17,13,10,40,5,25,23,6,12,59,27,3,2,0,50425
11,22,25,52,31,32,29,25,24,33,16,4,13,23,21,13,33,20,16,12,0,52949
4,22,36,44,45,33,15,46,7,13,37,16,18,35,12,13,23,18,10,8,0,48934
13,22,40,46,40,26,30,36,25,14,20,18,17,19,11,14,30,19,14,1,0,50489
5,27,37,58,36,30,20,31,13,14,20,30,15,23,13,17,30,21,10,5,0,50495
13,27,24,54,12,41,30,32,23,11,40,6,9,37,10,12,38,19,15,2,0,49875
18,20,20,39,23,25,33,21,19,26,23,11,18,35,15,25,36,26,13,9,0,52562
10,24,29,84,37,51,8,20,13,31,52,7,15,29,11,2,9,10,5,8,0,48339
7,16,25,52,37,27,37,23,19,24,26,11,9,18,24,21,32,28,11,8,0,51845
9,42,48,44,39,35,17,14,13,16,38,9,24,20,9,8,28,22,10,10,0,50662
12,15,31,43,24,31,20,25,19,20,42,8,17,32,21,19,21,29,14,12,0,50814
8,32,20,54,49,24,17,18,13,7,37,23,26,23,13,19,47,20,2,3,0,50361
12,14,19,61,39,29,9,26,24,36,36,23,19,32,15,12,16,12,7,14,0,50742
11,28,18,46,24,30,37,31,31,20,39,5,21,27,8,14,30,25,9,1,0,50647
9,28,31,58,51,30,19,21,13,20,18,12,32,24,10,15,31,17,12,4,0,50961
12,21,25,43,39,37,15,21,21,13,27,9,23,41,13,11,36,24,14,10,0,50436
14,25,69,36,27,86,22,16,12,15,9,15,19,15,14,11,21,21,6,2,0,47766
16,18,29,63,35,28,18,28,25,27,24,9,15,27,12,20,23,16,12,11,0,51438
18,26,8,54,27,14,43,27,31,9,26,7,23,30,16,18,44,24,6,5,0,52904
4,36,39,39,39,23,41,15,7,18,43,13,28,27,4,12,31,24,9,4,0,50715
8,25,22,54,36,21,17,27,20,6,35,28,32,18,8,22,49,19,8,1,0,50480
13,26,29,44,29,22,30,44,20,23,29,5,10,35,19,17,21,23,8,9,0,51802
4,18,16,25,27,25,65,36,10,23,14,27,26,16,20,12,44,9,36,3,0,53545
15,26,3,45,39,62,19,25,21,15,34,4,24,19,11,18,49,21,4,2,0,49212
8,21,21,39,16,50,29,22,29,19,32,7,20,40,15,21,30,24,8,5,0,50097
6,23,23,47,41,35,21,22,24,33,30,3,14,35,19,17,21,28,10,4,0,50801
13,13,29,80,42,26,11,28,20,39,38,11,17,26,11,13,15,13,5,6,0,50113
6,39,30,30,51,32,33,18,14,19,25,5,30,19,10,24,39,16,10,6,0,51658
6,14,27,49,37,39,23,25,30,24,27,16,18,36,12,19,18,19,11,6,0,49715
17,10,27,70,40,51,14,15,28,35,36,7,5,33,12,13,23,9,4,7,0,48869
13,23,22,45,42,36,21,15,14,21,24,11,27,34,9,16,30,27,19,7,0,50994
17,28,16,50,29,30,30,24,33,24,26,8,10,35,18,16,25,19,10,8,0,52071
12,9,18,69,40,28,20,22,40,41,32,8,9,33,19,15,17,10,7,7,0,50929
6,23,57,24,50,19,37,22,16,11,33,3,20,26,13,22,35,23,12,4,0,50466
9,38,38,54,24,36,7,16,17,35,39,11,10,46,11,8,26,19,7,5,0,50559
14,15,22,62,39,27,16,24,34,40,46,10,14,30,12,14,18,8,4,7,0,50219
9,32,38,58,33,30,22,21,7,18,41,10,22,31,8,8,25,14,20,9,0,50734
6,34,18,22,47,37,60,26,7,16,23,28,17,22,12,13,26,8,28,6,0,51581
6,43,25,36,23,41,27,27,29,17,23,10,13,10,15,19,47,30,9,6,0,52150
7,26,17,42,30,26,33,21,15,21,41,15,24,31,11,14,35,27,17,3,0,51156
13,18,17,42,24,36,41,29,40,8,33,6,18,31,12,13,44,21,10,0,0,50228
9,25,62,43,30,36,27,23,18,17,40,4,17,21,12,10,28,19,8,7,0,49799
6,19,67,24,57,48,13,23,7,2,23,4,29,21,35,17,28,18,7,9,0,49594
15,12,28,44,34,22,26,28,42,23,16,7,14,45,15,17,23,23,13,10,0,51839
19,28,24,43,33,21,25,22,33,30,32,7,16,20,18,25,22,23,8,8,0,52624
11,24,22,53,36,33,16,21,29,29,33,16,18,31,16,11,20,14,9,15,0,51547
13,25,38,57,33,29,29,13,20,26,28,8,23,11,17,15,43,15,8,6,0,52249
6,26,14,30,43,27,40,28,22,22,16,24,24,18,18,13,36,13,31,6,0,52996
14,18,13,32,22,44,53,18,22,19,35,9,13,22,16,18,57,22,7,3,0,51212
12,24,61,36,32,15,19,38,13,15,40,9,32,20,14,18,19,17,21,2,0,50792
6,15,15,60,38,35,24,30,33,28,20,24,11,34,17,18,17,11,13,8,0,50903
12,15,14,68,41,40,14,31,20,26,32,12,22,36,22,11,19,9,5,8,0,50270
7,27,30,54,42,42,6,17,11,11,43,19,24,33,8,9,20,20,19,15,0,49560
7,26,46,26,32,37,28,26,14,21,45,19,20,24,10,10,25,19,15,7,0,49845
14,33,27,37,33,33,22,23,30,7,45,7,18,36,15,10,29,22,12,4,0,50196
4,27,20,46,43,31,22,26,9,16,30,22,37,20,14,19,34,19,9,10,0,51493
4,35,28,57,20,40,4,27,6,23,66,14,15,33,13,7,26,23,9,8,0,49485
6,44,34,45,33,45,6,32,23,9,49,1,16,44,8,11,21,19,6,6,0,48841
11,28,42,44,57,43,10,20,3,3,63,13,24,26,1,4,30,13,14,9,0,47450
7,19,21,63,38,30,43,28,18,15,22,11,34,33,3,17,26,13,7,10,0,51111
13,30,7,46,42,57,18,30,19,12,33,6,22,20,14,19,46,19,3,2,0,49588
10,31,30,45,24,34,17,19,17,19,24,5,19,36,22,30,29,21,20,6,0,52286
7,29,25,26,33,32,30,26,21,23,22,22,25,18,17,17,41,15,26,3,0,52449
15,26,25,49,32,18,21,18,44,21,27,11,9,46,13,33,22,13,8,7,0,51805
18,20,24,52,43,23,34,16,22,10,30,15,17,26,18,14,32,29,13,2,0,51306
13,19,23,56,35,31,27,19,22,15,38,16,18,31,14,19,35,15,9,3,0,50378
12,16,21,56,40,21,33,23,31,29,12,4,13,46,15,15,22,25,12,12,0,52729
11,20,34,28,32,29,13,42,25,12,33,5,81,31,4,11,23,15,6,3,0,50302
4,20,19,28,53,36,40,20,20,12,8,30,32,18,12,15,39,19,31,2,0,51591
10,19,25,56,35,23,34,18,21,26,21,12,18,27,18,15,27,28,19,6,0,52597
3,35,24,60,45,27,11,22,13,8,37,12,19,38,11,12,20,34,15,12,0,50760
15,29,30,49,20,37,18,31,15,20,31,2,10,35,19,22,26,26,17,6,0,51478
15,28,19,49,31,29,29,27,35,36,36,14,10,18,23,10,22,10,13,4,0,52291
7,19,26,76,39,29,13,29,19,19,38,2,19,54,7,20,15,14,11,2,0,49172
7,48,38,24,56,22,29,27,11,12,22,2,23,18,18,14,44,25,13,5,0,52737
7,26,54,56,55,29,8,27,7,9,39,16,25,23,5,4,32,19,12,5,0,48967
9,18,16,36,38,28,38,33,26,28,22,10,12,23,20,13,35,32,12,9,0,52497
16,26,24,53,27,20,26,31,27,14,39,3,16,34,17,12,35,17,17,4,0,51778
13,16,15,65,30,51,9,24,11,37,48,3,20,37,12,10,16,15,21,5,0,49481
5,21,27,37,30,27,43,23,22,13,29,9,20,31,26,14,38,21,13,9,0,52403
7,16,26,42,37,52,20,25,12,14,42,19,24,28,7,15,27,17,15,13,0,48981
9,31,66,33,41,28,29,36,3,12,40,8,41,19,1,10,22,15,13,2,0,49646
3,40,34,34,37,42,20,18,7,18,33,15,30,26,4,3,44,21,20,10,0,51263
27,9,23,96,43,17,11,48,39,20,26,3,10,13,13,23,9,3,13,13,0,51581
15,20,10,42,36,7,45,23,19,18,27,11,41,26,15,22,43,28,9,2,0,53484
15,29,22,48,18,22,32,28,28,15,27,11,13,25,24,17,38,27,17,3,0,53172
6,14,24,52,46,23,29,26,24,23,17,13,23,33,14,22,31,25,9,5,0,51579
11,20,16,40,28,32,44,18,20,19,42,5,21,21,16,16,59,19,8,4,0,51805
5,28,52,64,31,42,6,16,8,14,39,5,22,26,6,9,45,23,12,6,0,49698
16,22,13,60,34,20,25,22,42,34,21,10,18,27,19,23,24,11,8,10,0,53448
9,23,20,58,29,16,51,25,27,10,21,4,22,24,15,29,46,20,7,3,0,52946
10,24,21,63,30,27,23,25,32,25,31,10,14,36,22,19,16,14,8,9,0,51981
6,22,6,50,41,44,24,28,18,10,37,11,23,23,11,27,47,20,9,2,0,49822
9,21,41,26,45,32,43,25,26,19,33,8,20,24,22,18,23,15,8,1,0,50660
11,36,33,73,33,23,17,23,9,19,42,2,23,30,11,12,28,13,13,8,0,51715
6,31,51,37,29,34,22,22,18,5,32,11,40,21,15,6,46,14,14,5,0,51219
7,38,31,52,32,37,12,15,15,19,37,9,25,30,8,9,37,26,13,7,0,51136
11,20,23,82,35,37,11,24,16,29,52,7,16,32,14,9,15,9,10,7,0,49771
5,22,12,58,33,29,21,24,29,15,25,12,28,35,7,19,32,28,13,12,0,51728
10,20,22,41,35,45,23,27,23,19,53,11,13,32,12,15,24,18,13,3,0,48843
8,25,34,51,37,42,24,13,17,16,42,15,13,35,6,14,33,16,18,0,0,49148
9,23,16,51,39,35,25,26,25,25,26,9,25,18,12,21,32,21,13,9,0,51976
3,32,26,69,28,34,15,16,13,8,53,16,22,41,14,7,29,24,8,2,0,49669
12,32,31,54,35,29,24,35,19,16,38,15,13,26,16,15,25,10,2,13,0,51421
12,28,38,55,39,34,15,28,13,18,21,10,18,39,13,6,20,27,17,9,0,51289
11,25,25,47,34,26,31,24,29,32,12,17,16,28,20,31,18,20,10,4,0,52922
16,21,19,50,41,6,57,20,26,9,18,13,38,14,5,20,49,19,16,3,0,53649
11,27,40,54,47,37,22,21,10,10,26,6,23,25,13,19,23,23,21,2,0,50474
12,12,21,45,35,38,25,19,23,22,41,18,15,40,12,10,30,22,14,6,0,49980
10,38,32,42,29,44,15,25,15,13,43,11,25,30,15,10,27,21,8,7,0,50482
12,8,21,62,30,43,18,25,29,37,43,11,16,24,9,21,23,13,13,2,0,49631
5,34,86,42,28,41,18,19,4,22,69,3,9,14,7,6,25,11,13,4,0,48388
14,16,23,45,32,24,34,29,26,19,29,8,20,29,12,22,33,32,10,3,0,51530
7,20,24,55,42,29,21,22,23,18,31,19,20,32,17,10,19,25,10,16,0,51588
10,40,22,72,35,36,10,18,5,7,48,13,24,30,13,9,33,12,13,10,0,50898
10,28,32,48,28,17,34,24,19,13,31,16,24,29,16,16,38,24,10,3,0,52337
7,17,16,37,20,35,36,22,24,17,26,7,8,21,22,19,71,42,9,4,0,52542
5,19,19,48,38,23,38,25,31,18,9,4,27,19,18,32,41,22,15,9,0,53637
6,27,48,41,48,44,17,25,6,28,30,27,18,15,6,8,28,19,17,3,0,49814
6,18,21,48,26,26,40,22,26,34,21,9,20,28,18,18,27,25,15,13,0,53724
6,20,15,28,27,36,28,31,25,21,22,24,14,37,16,32,43,19,10,7,0,51778
8,28,20,49,36,35,24,18,18,15,24,24,15,29,8,13,34,30,18,15,0,52071
13,25,20,43,29,23,38,28,22,19,24,20,16,26,11,13,38,28,19,6,0,52788
13,18,22,33,33,30,29,21,24,24,40,12,16,37,17,17,28,34,8,5,0,51148
3,24,14,92,45,32,16,13,12,4,32,32,24,25,3,17,35,27,5,6,0,49973
8,20,45,30,58,32,15,39,10,8,43,28,25,31,5,9,24,17,9,5,0,48291
8,47,33,48,33,41,18,22,13,13,37,10,17,27,8,7,39,25,10,5,0,51009
11,35,30,41,32,37,22,29,17,14,31,12,13,40,9,9,33,28,10,8,0,51026
11,52,23,48,21,31,31,20,18,14,38,4,33,19,5,11,50,22,5,5,0,52839
12,24,41,62,17,33,27,16,13,18,34,17,30,24,18,12,27,22,12,2,0,51636
11,12,16,54,29,21,19,25,38,27,26,17,19,30,23,29,22,15,17,11,0,52979
13,40,44,37,50,31,12,24,8,16,49,5,25,25,6,13,32,16,10,5,0,50196
13,44,20,65,43,37,21,20,8,11,36,7,13,13,9,11,34,35,16,5,0,51489
5,20,39,56,46,39,23,27,15,8,38,9,22,22,4,13,30,31,9,5,0,49077
12,25,29,61,35,32,12,36,29,30,30,6,12,32,13,22,15,13,11,6,0,51116
8,22,15,21,43,33,41,38,17,17,11,29,32,15,14,22,40,5,35,3,0,52740
14,13,13,58,45,31,15,34,37,46,31,14,10,27,18,12,22,10,3,8,0,51519
7,38,20,52,34,44,9,26,6,14,45,9,24,27,15,12,21,34,15,9,0,50744
12,21,36,45,39,21,45,28,17,12,22,8,35,20,8,15,31,25,16,5,0,52222
16,27,19,39,28,19,37,16,24,11,19,5,24,25,28,25,41,36,15,7,0,54448
10,22,23,52,34,29,20,28,35,43,19,8,19,28,23,8,22,17,13,8,0,53304
10,21,16,73,26,23,31,24,10,18,38,5,32,29,11,15,50,17,9,3,0,52085
10,13,32,37,35,33,24,30,31,18,21,9,24,40,22,17,22,23,17,4,0,51407
7,24,36,42,32,45,21,23,10,19,33,13,13,26,16,14,24,25,19,20,0,51676
2,20,11,29,55,40,42,19,17,7,15,1,61,20,14,25,32,19,31,2,0,52131
14,24,44,46,44,33,27,31,22,16,21,18,20,19,12,15,27,20,8,1,0,50771
5,46,26,40,39,47,8,15,16,27,66,12,11,41,15,12,15,10,3,8,0,49522
17,25,35,48,45,32,26,24,20,17,29,13,14,24,9,18,28,21,15,2,0,50811
12,17,25,26,23,44,47,29,30,14,39,6,10,44,12,16,27,26,10,5,0,50141
5,34,23,53,33,49,20,21,13,13,57,7,9,28,14,10,26,26,15,6,0,49607
12,19,19,36,72,18,41,21,17,11,25,3,24,34,11,21,41,21,13,3,0,51472
10,21,19,34,41,16,40,23,23,10,24,6,31,26,6,14,66,42,8,2,0,52588
9,24,31,43,36,25,31,29,30,21,20,2,12,15,33,32,21,24,15,9,0,53671
12,20,18,57,36,27,28,29,24,23,18,6,23,38,13,17,34,22,11,6,0,52432
12,35,29,54,34,26,10,31,22,13,50,8,18,40,13,7,16,16,17,11,0,51106
4,56,48,52,20,33,17,20,9,15,44,16,18,22,11,9,26,19,14,9,0,52113
7,34,18,41,32,26,41,22,21,18,19,22,21,20,16,28,37,11,26,2,0,53489
3,36,44,54,40,57,3,16,6,17,52,19,22,18,14,7,15,23,8,8,0,48849
12,31,23,69,36,31,16,22,16,24,32,3,32,31,12,11,26,15,12,8,0,52186
11,13,36,36,71,28,53,39,12,7,34,8,20,28,3,18,22,17,4,2,0,48808
9,34,23,54,46,22,37,19,21,13,37,4,28,26,7,11,27,31,7,6,0,51803
7,21,26,48,25,28,33,21,26,19,34,13,19,31,11,20,40,18,13,9,0,52076
6,20,17,53,27,44,37,16,19,6,38,7,25,30,9,11,44,31,20,2,0,50520
12,15,21,48,28,39,12,28,37,27,49,12,15,48,13,9,20,15,2,12,0,49966
18,33,31,43,19,36,22,18,24,18,34,7,19,34,19,12,29,26,13,8,0,52546
10,27,20,64,40,25,15,22,23,25,32,17,17,30,21,13,23,13,9,17,0,53026
16,26,31,46,45,34,25,26,21,14,32,13,13,25,15,16,29,21,13,2,0,50871
11,17,19,37,31,43,25,28,21,20,31,14,15,30,29,23,24,21,14,10,0,51854
12,36,41,29,32,56,22,24,35,13,21,5,21,14,17,12,33,33,4,3,0,50976
11,18,26,25,28,44,46,27,35,13,34,6,12,41,12,16,31,22,11,5,0,50470
6,41,63,43,43,32,30,19,5,8,42,10,28,25,1,10,26,15,13,3,0,50084
8,30,27,59,35,38,21,20,14,14,48,6,18,31,10,6,39,27,9,3,0,50288
11,15,45,53,41,33,20,33,8,10,45,12,13,27,8,13,39,16,16,5,0,49471
9,22,24,48,36,29,36,23,26,23,19,7,14,23,23,19,37,20,17,8,0,53421
5,47,35,23,45,58,23,27,15,25,28,4,21,17,10,17,32,25,5,1,0,50530
9,24,28,47,24,30,22,28,30,22,29,12,20,32,12,23,33,25,8,5,0,51852
7,17,20,27,31,28,65,38,23,20,15,26,14,12,19,12,39,12,34,4,0,53631
8,27,26,41,33,49,24,13,36,19,37,13,20,33,19,11,24,22,7,1,0,50316
